txn_id,customer_id,txn_date,txn_city,amount,merchant_name,category,status,method
899,200,2023-01-29,Atlanta,75.07,Comcast,Bills,Success,Credit
900,74,2023-02-22,Detroit,382.01,Amazon,Shopping,Success,Credit
901,204,2023-03-29,Miami,70.24,Verizon,Bills,Success,Credit
902,196,2023-05-29,Phoenix,44.47,Verizon,Bills,Success,Credit
903,112,2023-06-28,Boston,151.33,Target,Shopping,Success,Credit
904,165,2023-01-01,Milwaukee,332.5,Amazon,Shopping,Success,Credit
905,183,2023-02-05,New Orleans,9.9,McDonalds,Food,Success,Debit
906,128,2023-06-27,Boston,119.35,Walmart,Shopping,Success,Debit
907,149,2023-05-30,Atlanta,319.03,Amazon,Shopping,Success,Debit
908,12,2023-06-08,Columbus,117.23,Verizon,Bills,Success,Debit
909,7,2023-01-01,Charlotte,9.1,Starbucks,Food,Success,Credit
910,51,2023-05-12,Philadelphia,75.97,Con Edison,Bills,Success,Debit
911,93,2023-06-20,Washington,11.67,Spotify,Entertainment,Success,Credit
912,171,2023-05-21,Miami,18.96,Chipotle,Food,Success,Credit
913,220,2023-02-09,New York,582.49,Airbnb,Travel,Success,Debit
914,206,2023-04-06,Orlando,129.55,Delta Airlines,Travel,Success,Debit
915,193,2023-01-12,Houston,577.57,Delta Airlines,Travel,Success,Debit
916,55,2023-01-30,Miami,65.79,Uber,Travel,Success,Debit
917,138,2023-04-08,Richmond,63.97,Verizon,Bills,Success,Debit
918,39,2023-05-19,Washington,115.43,Walmart,Shopping,Success,Debit
919,230,2023-02-21,Phoenix,522.99,Airbnb,Travel,Failed,Credit
920,197,2023-04-28,Las Vegas,14.05,Spotify,Entertainment,Success,Debit
921,48,2023-01-16,Los Angeles,173.83,Con Edison,Bills,Failed,Debit
922,116,2023-05-10,New Orleans,4.58,Starbucks,Food,Success,Debit
923,197,2023-05-30,Las Vegas,194.39,Walmart,Shopping,Success,Credit
924,192,2023-05-27,Chicago,5.55,Starbucks,Food,Success,Debit
925,8,2023-02-14,Los Angeles,68.7,Uber,Travel,Success,Debit
926,68,2023-05-30,Baltimore,25.32,Chipotle,Food,Success,Credit
927,10,2023-01-22,New York,115.16,Target,Shopping,Success,Credit
928,114,2023-01-06,Las Vegas,866.98,Comcast,Bills,Success,Credit
929,73,2023-03-25,Charlotte,186.09,Amazon,Shopping,Success,Credit
930,122,2023-05-15,Richmond,108.12,Airbnb,Travel,Success,Credit
931,176,2023-03-05,Chicago,12.44,Chipotle,Food,Failed,Credit
932,89,2023-06-13,Charlotte,15.53,Netflix,Entertainment,Success,Debit
933,176,2023-06-25,Chicago,9.86,Starbucks,Food,Success,Debit
934,187,2023-06-12,New York,22.14,Comcast,Bills,Success,Debit
935,142,2023-06-28,Houston,119.25,Verizon,Bills,Success,Credit
936,8,2023-01-31,Los Angeles,30.66,Uber,Travel,Success,Credit
937,181,2023-01-20,Las Vegas,6.06,Starbucks,Food,Success,Credit
938,160,2023-05-10,Houston,18.63,AMC Theaters,Entertainment,Success,Debit
939,229,2023-01-12,Boston,34.79,AMC Theaters,Entertainment,Success,Credit
940,101,2023-04-08,Philadelphia,16.13,Netflix,Entertainment,Success,Credit
941,172,2023-04-29,Richmond,132.04,Con Edison,Bills,Success,Credit
942,159,2023-06-05,Chicago,123.67,Verizon,Bills,Success,Credit
943,196,2023-06-27,Phoenix,59.5,Airbnb,Travel,Success,Credit
944,154,2023-06-25,Miami,184.71,Con Edison,Bills,Success,Credit
945,86,2023-03-08,New York,64.54,Con Edison,Bills,Failed,Credit
946,107,2023-02-25,Charlotte,635.27,Comcast,Bills,Success,Debit
947,13,2023-06-03,Houston,74.13,Target,Shopping,Success,Debit
948,233,2023-03-06,New Orleans,38.92,Verizon,Bills,Success,Credit
949,29,2023-03-07,Nashville,139.88,Walmart,Shopping,Success,Credit
950,21,2023-06-25,Baltimore,878.76,Comcast,Bills,Success,Debit
951,7,2023-02-12,Charlotte,11.15,McDonalds,Food,Success,Debit
952,231,2023-03-13,Las Vegas,24.14,Chipotle,Food,Success,Credit
953,32,2023-03-03,Columbus,23.93,AMC Theaters,Entertainment,Success,Debit
954,193,2023-04-09,Houston,14.79,AMC Theaters,Entertainment,Success,Credit
955,209,2023-02-14,Chicago,14.29,Netflix,Entertainment,Success,Debit
956,246,2023-02-08,Phoenix,6.93,Starbucks,Food,Success,Debit
957,217,2023-01-14,Atlanta,6.1,Starbucks,Food,Success,Debit
958,169,2023-06-02,Philadelphia,9.68,Starbucks,Food,Success,Credit
959,196,2023-02-19,Phoenix,38.79,AMC Theaters,Entertainment,Success,Debit
960,113,2023-03-18,Phoenix,3.5,Starbucks,Food,Success,Credit
961,144,2023-05-10,Boston,10.33,Netflix,Entertainment,Failed,Debit
962,215,2023-06-08,Milwaukee,9.28,Spotify,Entertainment,Success,Debit
963,31,2023-04-26,Newark,11.95,Spotify,Entertainment,Failed,Debit
964,104,2023-04-05,Miami,209.63,Con Edison,Bills,Success,Credit
965,21,2023-02-09,Baltimore,9.76,Chipotle,Food,Success,Debit
966,215,2023-06-01,Milwaukee,636.28,Airbnb,Travel,Success,Debit
967,90,2023-01-22,Detroit,509.84,Delta Airlines,Travel,Success,Credit
968,131,2023-04-07,Milwaukee,213.94,Delta Airlines,Travel,Success,Debit
969,36,2023-06-30,Phoenix,407.86,Comcast,Bills,Success,Credit
970,249,2023-02-19,New Orleans,214.83,Con Edison,Bills,Success,Debit
971,29,2023-03-29,Nashville,25.44,AMC Theaters,Entertainment,Failed,Debit
972,64,2023-03-01,Las Vegas,10.84,Netflix,Entertainment,Success,Debit
973,165,2023-04-14,Milwaukee,16.14,Netflix,Entertainment,Success,Debit
974,93,2023-03-28,Washington,14.32,Spotify,Entertainment,Success,Credit
975,34,2023-03-22,Philadelphia,18.84,Netflix,Entertainment,Success,Credit
976,21,2023-05-21,Baltimore,144.74,Walmart,Shopping,Success,Credit
977,170,2023-05-19,New York,13.22,Spotify,Entertainment,Failed,Debit
978,44,2023-06-13,Aspen,950,Airbnb,Travel,Success,Debit
979,68,2023-05-03,Baltimore,484.24,Airbnb,Travel,Success,Credit
980,87,2023-01-02,Miami,43.28,Amazon,Shopping,Success,Credit
981,247,2023-06-17,Las Vegas,93.61,Uber,Travel,Success,Debit
982,44,2023-03-01,Miami,31.29,Target,Shopping,Success,Debit
983,156,2023-02-13,Orlando,10.45,McDonalds,Food,Success,Credit
984,189,2023-04-13,Richmond,191.94,Con Edison,Bills,Success,Debit
985,68,2023-05-14,Baltimore,51.66,Con Edison,Bills,Failed,Debit
986,185,2023-02-13,Baltimore,23.86,Chipotle,Food,Success,Debit
987,32,2023-05-08,Columbus,50.35,Uber,Travel,Success,Debit
988,224,2023-03-11,Charlotte,524.35,Delta Airlines,Travel,Success,Credit
989,16,2023-05-07,Phoenix,38.49,AMC Theaters,Entertainment,Success,Debit
990,3,2023-01-12,Atlanta,88.56,Uber,Travel,Success,Debit
991,237,2023-02-05,New York,10.87,AMC Theaters,Entertainment,Success,Credit
992,6,2023-03-01,Chicago,10.92,Spotify,Entertainment,Success,Debit
993,142,2023-02-19,Houston,15.93,Netflix,Entertainment,Success,Debit
994,153,2023-06-20,Baltimore,241.71,Con Edison,Bills,Success,Credit
995,184,2023-04-21,Atlanta,63.43,Amazon,Shopping,Success,Debit
996,70,2023-02-27,New York,15.32,Netflix,Entertainment,Success,Credit
997,107,2023-01-03,Charlotte,5.35,Starbucks,Food,Success,Credit
998,106,2023-02-07,Orlando,92.19,Target,Shopping,Success,Credit
999,111,2023-03-23,Washington,29.15,AMC Theaters,Entertainment,Success,Debit
1000,33,2023-05-13,Houston,792.26,Airbnb,Travel,Success,Credit
1001,157,2023-05-07,Charlotte,56.36,Walmart,Shopping,Success,Credit
1002,137,2023-05-15,Miami,88.84,Uber,Travel,Success,Debit
1003,173,2023-04-12,Orlando,533.82,Comcast,Bills,Success,Debit
1004,231,2023-05-16,Las Vegas,9.25,McDonalds,Food,Success,Credit
1005,93,2023-01-04,Washington,5.48,Starbucks,Food,Success,Credit
1006,244,2023-05-23,Washington,21.14,Chipotle,Food,Success,Credit
1007,234,2023-04-16,Atlanta,16.96,Chipotle,Food,Success,Credit
1008,92,2023-02-22,Houston,12.52,Chipotle,Food,Failed,Credit
1009,90,2023-05-07,Detroit,16.7,Comcast,Bills,Success,Credit
1010,66,2023-06-12,New Orleans,13.53,Spotify,Entertainment,Success,Credit
1011,111,2023-05-03,Washington,392.98,Airbnb,Travel,Success,Debit
1012,13,2023-03-23,Houston,19.09,AMC Theaters,Entertainment,Success,Debit
1013,44,2023-06-13,Seattle,500,Amazon,Shopping,Success,Debit
1014,26,2023-04-14,Chicago,487.75,Delta Airlines,Travel,Success,Credit
1015,127,2023-02-15,Washington,386.4,Amazon,Shopping,Success,Credit
1016,85,2023-02-27,Philadelphia,131.34,Delta Airlines,Travel,Success,Credit
1017,77,2023-04-10,Washington,4.31,Starbucks,Food,Success,Debit
1018,76,2023-03-20,Houston,10.4,Spotify,Entertainment,Success,Debit
1019,220,2023-02-26,New York,147.63,Walmart,Shopping,Success,Credit
1020,166,2023-03-30,New Orleans,442.73,Amazon,Shopping,Success,Debit
1021,105,2023-04-25,Richmond,7.73,McDonalds,Food,Success,Debit
1022,142,2023-03-06,Houston,5.44,McDonalds,Food,Success,Debit
1023,58,2023-05-18,Detroit,586.01,Comcast,Bills,Success,Credit
1024,236,2023-01-02,Philadelphia,65.66,Con Edison,Bills,Success,Debit
1025,238,2023-01-12,Miami,10.12,McDonalds,Food,Success,Debit
1026,108,2023-03-29,Detroit,11.77,McDonalds,Food,Success,Debit
1027,220,2023-02-06,New York,10.17,Spotify,Entertainment,Success,Credit
1028,217,2023-03-28,Atlanta,23.21,Target,Shopping,Success,Credit
1029,202,2023-03-23,Philadelphia,441.21,Delta Airlines,Travel,Success,Credit
1030,5,2023-06-09,Detroit,4.35,Starbucks,Food,Success,Credit
1031,59,2023-01-09,Chicago,13.74,Chipotle,Food,Success,Credit
1032,193,2023-02-07,Houston,56.37,Verizon,Bills,Success,Credit
1033,230,2023-06-10,Phoenix,6.09,Starbucks,Food,Success,Debit
1034,232,2023-03-24,Milwaukee,34.68,Verizon,Bills,Success,Debit
1035,125,2023-05-05,Chicago,183.4,Walmart,Shopping,Success,Credit
1036,26,2023-02-28,Chicago,9.34,McDonalds,Food,Failed,Debit
1037,157,2023-02-02,Charlotte,13.35,Spotify,Entertainment,Success,Credit
1038,240,2023-02-18,Charlotte,10.01,Netflix,Entertainment,Success,Credit
1039,180,2023-04-04,Phoenix,216.82,Con Edison,Bills,Success,Debit
1040,30,2023-01-26,New York,108.03,Verizon,Bills,Success,Debit
1041,211,2023-01-25,Washington,127.22,Target,Shopping,Success,Debit
1042,188,2023-02-16,Miami,197.3,Target,Shopping,Success,Debit
1043,127,2023-01-24,Washington,63.82,Uber,Travel,Failed,Debit
1044,133,2023-03-26,Atlanta,680.78,Comcast,Bills,Success,Credit
1045,168,2023-02-28,Baltimore,25.4,Chipotle,Food,Success,Debit
1046,8,2023-04-03,Los Angeles,40.35,Uber,Travel,Success,Credit
1047,114,2023-03-18,Las Vegas,238.72,Con Edison,Bills,Success,Credit
1048,43,2023-02-20,Atlanta,78.27,Uber,Travel,Success,Debit
1049,219,2023-05-21,Philadelphia,14.62,Spotify,Entertainment,Success,Credit
1050,32,2023-05-09,Columbus,77.39,Uber,Travel,Success,Credit
1051,132,2023-04-05,New Orleans,155.13,Walmart,Shopping,Success,Credit
1052,190,2023-06-24,Charlotte,21.01,Uber,Travel,Success,Debit
1053,104,2023-03-29,Miami,255.38,Delta Airlines,Travel,Success,Debit
1054,55,2023-04-10,Miami,35.48,AMC Theaters,Entertainment,Success,Debit
1055,69,2023-02-21,Philadelphia,29.23,Chipotle,Food,Success,Debit
1056,31,2023-01-22,Newark,171.05,Target,Shopping,Success,Credit
1057,182,2023-06-09,Milwaukee,9.85,Spotify,Entertainment,Success,Credit
1058,242,2023-01-04,Chicago,21.48,Chipotle,Food,Success,Debit
1059,189,2023-01-10,Richmond,416.6,Amazon,Shopping,Success,Debit
1060,102,2023-02-06,New York,959.09,Comcast,Bills,Success,Debit
1061,127,2023-04-16,Washington,8.54,Comcast,Bills,Success,Debit
1062,231,2023-03-14,Las Vegas,680.19,Comcast,Bills,Success,Credit
1063,167,2023-03-21,Atlanta,14.5,McDonalds,Food,Success,Credit
1064,234,2023-06-02,Atlanta,8.11,Starbucks,Food,Success,Credit
1065,68,2023-05-17,Baltimore,14.76,McDonalds,Food,Failed,Debit
1066,81,2023-04-20,Milwaukee,143.28,Delta Airlines,Travel,Success,Debit
1067,179,2023-02-05,Boston,691.78,Comcast,Bills,Success,Credit
1068,176,2023-02-14,Chicago,13.7,Spotify,Entertainment,Success,Debit
1069,59,2023-05-09,Chicago,4.45,Starbucks,Food,Success,Debit
1070,243,2023-01-07,Houston,78.63,Con Edison,Bills,Success,Debit
1071,102,2023-02-19,New York,19.69,Netflix,Entertainment,Success,Debit
1072,36,2023-03-16,Phoenix,12.58,Netflix,Entertainment,Success,Debit
1073,207,2023-06-25,Charlotte,15.07,Netflix,Entertainment,Success,Debit
1074,3,2023-04-07,Atlanta,748.11,Airbnb,Travel,Success,Debit
1075,10,2023-02-07,New York,32.48,AMC Theaters,Entertainment,Success,Credit
1076,21,2023-06-18,Baltimore,133.73,Verizon,Bills,Success,Credit
1077,205,2023-01-09,Richmond,17.05,Chipotle,Food,Success,Debit
1078,129,2023-01-08,Phoenix,21.69,Chipotle,Food,Success,Debit
1079,105,2023-04-22,Richmond,867.39,Airbnb,Travel,Success,Credit
1080,180,2023-06-18,Phoenix,16.22,Netflix,Entertainment,Success,Debit
1081,75,2023-02-09,Chicago,11.42,Spotify,Entertainment,Success,Credit
1082,166,2023-05-24,New Orleans,674.9,Comcast,Bills,Success,Credit
1083,188,2023-06-27,Miami,38.75,AMC Theaters,Entertainment,Success,Debit
1084,220,2023-02-01,New York,14.27,McDonalds,Food,Success,Credit
1085,69,2023-01-18,Philadelphia,179.41,Con Edison,Bills,Success,Credit
1086,116,2023-06-24,New Orleans,23.89,AMC Theaters,Entertainment,Success,Debit
1087,232,2023-04-23,Milwaukee,5.25,Starbucks,Food,Success,Credit
1088,239,2023-05-25,Richmond,3.7,Starbucks,Food,Success,Credit
1089,44,2023-06-30,Miami,184.72,Con Edison,Bills,Success,Debit
1090,84,2023-05-13,Baltimore,42.07,Verizon,Bills,Success,Debit
1091,115,2023-06-21,Milwaukee,53.09,Walmart,Shopping,Success,Credit
1092,187,2023-04-09,New York,234.84,Con Edison,Bills,Success,Credit
1093,232,2023-01-04,Milwaukee,17.85,Netflix,Entertainment,Failed,Debit
1094,238,2023-05-05,Miami,12.5,McDonalds,Food,Failed,Credit
1095,96,2023-04-28,Las Vegas,10.67,Spotify,Entertainment,Success,Credit
1096,13,2023-04-29,Houston,29.58,Target,Shopping,Success,Credit
1097,32,2023-03-11,Columbus,226.5,Delta Airlines,Travel,Success,Debit
1098,169,2023-04-07,Philadelphia,14.53,Chipotle,Food,Success,Debit
1099,166,2023-04-22,New Orleans,107.63,Walmart,Shopping,Success,Debit
1100,221,2023-04-10,Miami,53.85,Target,Shopping,Success,Debit
1101,34,2023-02-23,Philadelphia,21.59,AMC Theaters,Entertainment,Success,Credit
1102,198,2023-05-17,Milwaukee,11.05,AMC Theaters,Entertainment,Success,Debit
1103,191,2023-02-19,Detroit,14.37,Spotify,Entertainment,Success,Credit
1104,243,2023-03-12,Houston,38.76,AMC Theaters,Entertainment,Success,Debit
1105,178,2023-04-22,Washington,94.55,Verizon,Bills,Success,Credit
1106,167,2023-01-24,Atlanta,166.22,Con Edison,Bills,Failed,Credit
1107,147,2023-04-17,Milwaukee,20.75,Chipotle,Food,Success,Credit
1108,243,2023-01-18,Houston,481.88,Delta Airlines,Travel,Success,Debit
1109,187,2023-03-12,New York,59.76,Walmart,Shopping,Success,Debit
1110,158,2023-03-23,Detroit,149.4,Verizon,Bills,Success,Credit
1111,167,2023-01-08,Atlanta,20.24,AMC Theaters,Entertainment,Success,Credit
1112,146,2023-01-12,Las Vegas,13.38,Spotify,Entertainment,Success,Credit
1113,92,2023-06-24,Houston,198.25,Target,Shopping,Success,Debit
1114,104,2023-05-22,Miami,14.94,Chipotle,Food,Success,Credit
1115,232,2023-04-15,Milwaukee,10.24,Spotify,Entertainment,Success,Debit
1116,119,2023-04-07,Philadelphia,23.24,Uber,Travel,Success,Debit
1117,68,2023-02-21,Baltimore,211.11,Con Edison,Bills,Success,Credit
1118,220,2023-03-13,New York,9.79,McDonalds,Food,Success,Debit
1119,98,2023-05-12,New Orleans,217.62,Con Edison,Bills,Failed,Debit
1120,99,2023-06-10,Atlanta,9.86,Starbucks,Food,Success,Debit
1121,211,2023-06-20,Washington,112.67,Walmart,Shopping,Success,Debit
1122,58,2023-02-03,Detroit,608.87,Comcast,Bills,Success,Debit
1123,20,2023-05-17,Boston,30.04,Walmart,Shopping,Success,Debit
1124,227,2023-04-04,Houston,151.15,Con Edison,Bills,Success,Credit
1125,148,2023-06-08,New Orleans,281.22,Amazon,Shopping,Success,Debit
1126,11,2023-05-22,Newark,868.41,Comcast,Bills,Success,Credit
1127,175,2023-04-12,Detroit,13.4,Uber,Travel,Success,Debit
1128,108,2023-04-24,Detroit,16.35,Netflix,Entertainment,Failed,Debit
1129,28,2023-04-29,Los Angeles,455.39,Airbnb,Travel,Success,Debit
1130,96,2023-03-03,Las Vegas,331.73,Amazon,Shopping,Success,Debit
1131,203,2023-04-19,New York,17.1,Netflix,Entertainment,Success,Debit
1132,63,2023-01-22,Phoenix,284.23,Airbnb,Travel,Success,Debit
1133,94,2023-04-10,Boston,6.87,Starbucks,Food,Success,Debit
1134,113,2023-01-01,Phoenix,37.27,Uber,Travel,Success,Debit
1135,117,2023-02-09,Atlanta,181.73,Airbnb,Travel,Success,Credit
1136,183,2023-05-07,New Orleans,847.91,Comcast,Bills,Success,Debit
1137,238,2023-04-06,Miami,18.18,Uber,Travel,Success,Debit
1138,21,2023-04-05,Baltimore,112.01,Airbnb,Travel,Success,Debit
1139,169,2023-02-10,Philadelphia,222.2,Delta Airlines,Travel,Success,Credit
1140,158,2023-01-12,Detroit,7.91,Starbucks,Food,Success,Credit
1141,184,2023-01-12,Atlanta,14.73,Spotify,Entertainment,Success,Credit
1142,185,2023-03-23,Baltimore,447.17,Delta Airlines,Travel,Success,Credit
1143,40,2023-02-10,Boston,64.71,Con Edison,Bills,Success,Credit
1144,154,2023-06-26,Miami,9.71,Starbucks,Food,Success,Credit
1145,228,2023-03-22,Washington,11.65,Spotify,Entertainment,Success,Debit
1146,208,2023-03-26,Detroit,10.08,McDonalds,Food,Success,Credit
1147,237,2023-05-11,New York,346.64,Delta Airlines,Travel,Success,Debit
1148,99,2023-06-13,Atlanta,9.03,McDonalds,Food,Success,Debit
1149,84,2023-05-12,Baltimore,84.93,Uber,Travel,Success,Debit
1150,101,2023-03-06,Philadelphia,387.17,Airbnb,Travel,Success,Debit
1151,87,2023-02-08,Miami,25.32,AMC Theaters,Entertainment,Success,Debit
1152,103,2023-03-16,Baltimore,18.36,Chipotle,Food,Success,Credit
1153,17,2023-03-29,Las Vegas,453.29,Airbnb,Travel,Failed,Credit
1154,207,2023-03-06,Charlotte,16.42,Netflix,Entertainment,Success,Credit
1155,72,2023-01-05,Richmond,112.54,Verizon,Bills,Failed,Debit
1156,67,2023-06-18,Atlanta,11.03,Netflix,Entertainment,Success,Debit
1157,5,2023-05-27,Detroit,25.51,AMC Theaters,Entertainment,Success,Credit
1158,136,2023-02-11,New York,988.91,Comcast,Bills,Success,Debit
1159,17,2023-02-18,Las Vegas,11.81,McDonalds,Food,Success,Credit
1160,18,2023-03-04,Milwaukee,636.77,Comcast,Bills,Success,Debit
1161,239,2023-05-29,Richmond,160.19,Delta Airlines,Travel,Failed,Debit
1162,88,2023-04-29,Richmond,665.28,Airbnb,Travel,Success,Credit
1163,13,2023-02-10,Houston,169.42,Comcast,Bills,Success,Debit
1164,236,2023-01-15,Philadelphia,19.63,Netflix,Entertainment,Success,Debit
1165,149,2023-05-27,Atlanta,14.71,McDonalds,Food,Success,Debit
1166,68,2023-01-01,Baltimore,360.69,Airbnb,Travel,Success,Credit
1167,127,2023-04-06,Washington,37.47,Walmart,Shopping,Success,Credit
1168,194,2023-02-05,Washington,107.58,Target,Shopping,Success,Credit
1169,52,2023-03-13,Orlando,19.46,Netflix,Entertainment,Success,Credit
1170,59,2023-04-18,Chicago,287.37,Comcast,Bills,Success,Debit
1171,158,2023-03-31,Detroit,44.32,Verizon,Bills,Failed,Debit
1172,241,2023-04-09,Detroit,11.02,Chipotle,Food,Success,Credit
1173,48,2023-01-11,Los Angeles,150.17,Target,Shopping,Success,Debit
1174,200,2023-01-09,Atlanta,6.48,Starbucks,Food,Success,Credit
1175,223,2023-01-02,Orlando,208.71,Delta Airlines,Travel,Success,Debit
1176,31,2023-04-13,Newark,189.92,Target,Shopping,Success,Credit
1177,115,2023-02-13,Milwaukee,5.98,Starbucks,Food,Success,Debit
1178,93,2023-03-08,Washington,421.42,Delta Airlines,Travel,Success,Debit
1179,71,2023-01-30,Miami,730.17,Comcast,Bills,Success,Debit
1180,217,2023-05-16,Atlanta,64.49,Walmart,Shopping,Success,Credit
1181,2,2023-06-25,Richmond,94.82,Con Edison,Bills,Success,Credit
1182,223,2023-04-26,Orlando,133.98,Walmart,Shopping,Success,Credit
1183,135,2023-01-20,Philadelphia,13.44,Spotify,Entertainment,Success,Credit
1184,177,2023-02-15,Houston,182.96,Target,Shopping,Success,Debit
1185,250,2023-01-25,Atlanta,12.46,McDonalds,Food,Failed,Debit
1186,61,2023-04-29,Washington,47.61,Amazon,Shopping,Success,Debit
1187,105,2023-06-03,Richmond,182.08,Target,Shopping,Success,Credit
1188,166,2023-06-12,New Orleans,237.87,Con Edison,Bills,Success,Debit
1189,123,2023-06-27,Charlotte,10.49,Chipotle,Food,Failed,Credit
1190,18,2023-06-19,Milwaukee,14.13,McDonalds,Food,Success,Debit
1191,124,2023-02-16,Detroit,454.53,Amazon,Shopping,Success,Debit
1192,136,2023-02-26,New York,193.72,Con Edison,Bills,Success,Debit
1193,237,2023-03-04,New York,8.39,McDonalds,Food,Success,Debit
1194,226,2023-02-14,Chicago,132.4,Walmart,Shopping,Failed,Credit
1195,129,2023-02-07,Phoenix,8.36,Starbucks,Food,Failed,Credit
1196,240,2023-06-27,Charlotte,380.94,Delta Airlines,Travel,Success,Credit
1197,94,2023-04-12,Boston,188.62,Walmart,Shopping,Success,Credit
1198,241,2023-01-20,Detroit,30.25,AMC Theaters,Entertainment,Failed,Credit
1199,131,2023-02-05,Milwaukee,17.76,AMC Theaters,Entertainment,Success,Debit
1200,159,2023-06-19,Chicago,23.93,Chipotle,Food,Success,Credit
1201,63,2023-06-12,Phoenix,21.45,Amazon,Shopping,Success,Credit
1202,186,2023-06-03,Philadelphia,18.47,Netflix,Entertainment,Success,Debit
1203,132,2023-03-08,New Orleans,207.05,Con Edison,Bills,Success,Credit
1204,98,2023-03-15,New Orleans,22.55,AMC Theaters,Entertainment,Success,Credit
1205,53,2023-03-12,Baltimore,19.22,Chipotle,Food,Success,Debit
1206,24,2023-06-10,Miami,11.85,McDonalds,Food,Failed,Credit
1207,159,2023-04-04,Chicago,471.56,Amazon,Shopping,Success,Debit
1208,16,2023-01-22,Phoenix,22.4,Chipotle,Food,Success,Credit
1209,119,2023-01-11,Philadelphia,4.07,Starbucks,Food,Success,Credit
1210,147,2023-01-01,Milwaukee,42.9,Comcast,Bills,Success,Credit
1211,231,2023-02-26,Las Vegas,26.03,Target,Shopping,Success,Credit
1212,238,2023-03-05,Miami,219.89,Con Edison,Bills,Failed,Credit
1213,106,2023-03-15,Orlando,14.53,Spotify,Entertainment,Success,Credit
1214,28,2023-06-16,Los Angeles,189.98,Con Edison,Bills,Success,Credit
1215,202,2023-01-28,Philadelphia,18.57,Chipotle,Food,Success,Credit
1216,43,2023-06-03,Atlanta,138.36,Con Edison,Bills,Success,Credit
1217,226,2023-06-22,Chicago,23.76,Chipotle,Food,Failed,Credit
1218,239,2023-03-03,Richmond,17.04,Netflix,Entertainment,Success,Credit
1219,166,2023-05-06,New Orleans,9.22,Spotify,Entertainment,Success,Credit
1220,168,2023-03-09,Baltimore,14.14,Spotify,Entertainment,Success,Debit
1221,13,2023-01-10,Houston,189.12,Con Edison,Bills,Success,Debit
1222,9,2023-03-16,Nashville,71.58,Target,Shopping,Failed,Debit
1223,43,2023-03-11,Atlanta,442.95,Delta Airlines,Travel,Success,Credit
1224,10,2023-03-11,New York,11.14,McDonalds,Food,Success,Debit
1225,67,2023-03-28,Atlanta,65.2,Verizon,Bills,Success,Debit
1226,16,2023-06-03,Phoenix,70.95,Verizon,Bills,Success,Credit
1227,126,2023-02-20,Houston,83.66,Verizon,Bills,Success,Debit
1228,177,2023-04-21,Houston,47.52,Amazon,Shopping,Success,Credit
1229,64,2023-02-12,Las Vegas,6.8,McDonalds,Food,Success,Credit
1230,193,2023-05-15,Houston,63.77,Walmart,Shopping,Success,Credit
1231,97,2023-04-01,Milwaukee,543.23,Delta Airlines,Travel,Success,Debit
1232,154,2023-02-11,Miami,152.55,Delta Airlines,Travel,Success,Credit
1233,136,2023-01-31,New York,545.29,Airbnb,Travel,Success,Credit
1234,49,2023-03-12,Nashville,73.8,Walmart,Shopping,Success,Debit
1235,160,2023-01-19,Houston,407.04,Amazon,Shopping,Success,Credit
1236,33,2023-03-08,Houston,61.45,Comcast,Bills,Success,Credit
1237,106,2023-05-31,Orlando,73.91,Verizon,Bills,Success,Credit
1238,56,2023-05-03,Richmond,12.82,Netflix,Entertainment,Failed,Credit
1239,209,2023-05-08,Chicago,30.01,Chipotle,Food,Success,Credit
1240,178,2023-05-01,Washington,21.32,AMC Theaters,Entertainment,Failed,Credit
1241,61,2023-05-02,Washington,85.73,Con Edison,Bills,Success,Credit
1242,78,2023-05-15,Boston,4.94,Starbucks,Food,Success,Debit
1243,205,2023-06-14,Richmond,90.78,Target,Shopping,Success,Credit
1244,82,2023-05-10,New Orleans,15.7,Chipotle,Food,Success,Credit
1245,156,2023-06-18,Orlando,437.55,Amazon,Shopping,Success,Debit
1246,147,2023-06-14,Milwaukee,10.95,Comcast,Bills,Success,Credit
1247,68,2023-01-12,Baltimore,53.31,Uber,Travel,Success,Credit
1248,246,2023-02-18,Phoenix,154.85,Airbnb,Travel,Success,Debit
1249,142,2023-02-08,Houston,57.34,Walmart,Shopping,Success,Debit
1250,96,2023-01-31,Las Vegas,505.05,Airbnb,Travel,Success,Debit
1251,22,2023-03-19,Richmond,49.65,Target,Shopping,Success,Credit
1252,13,2023-05-31,Houston,6.33,Starbucks,Food,Success,Debit
1253,24,2023-04-13,Miami,11.96,Uber,Travel,Failed,Credit
1254,151,2023-04-13,Philadelphia,389.33,Amazon,Shopping,Success,Debit
1255,110,2023-06-25,Houston,277.06,Airbnb,Travel,Success,Debit
1256,37,2023-03-29,Las Vegas,41.83,Amazon,Shopping,Success,Debit
1257,88,2023-05-24,Richmond,136.22,Walmart,Shopping,Success,Debit
1258,69,2023-01-14,Philadelphia,44.35,Chipotle,Food,Success,Credit
1259,104,2023-03-14,Miami,143.57,Amazon,Shopping,Success,Credit
1260,157,2023-02-08,Charlotte,6.4,McDonalds,Food,Success,Debit
1261,62,2023-03-27,Boston,98.26,Verizon,Bills,Success,Credit
1262,63,2023-01-06,Phoenix,62.58,Walmart,Shopping,Failed,Debit
1263,4,2023-05-14,Miami,177.12,Target,Shopping,Success,Credit
1264,113,2023-03-14,Phoenix,420.46,Delta Airlines,Travel,Success,Debit
1265,102,2023-01-01,New York,88.05,Walmart,Shopping,Success,Credit
